Soil_Moisture,Temperature,Humidity,Rainfall,Crop_Type,Growth_Stage,Irrigation
21.108826089656485,20.195416948383674,32.738924730143026,17.651197535446947,Maize,Vegetative,0
52.588209164751305,26.529226164879837,38.401445853199064,9.326195122803401,Cotton,Flowering,0
17.336247796788236,30.35423286769423,46.60885846747834,1.5139945461957494,Wheat,Flowering,1
45.26387117860991,21.757329982896668,88.29196145406304,7.756521798338625,Wheat,Seedling,0
50.27190125599248,27.012538624183616,49.88082042618305,16.070753189252066,Rice,Seedling,0
33.62518138833849,20.664062175827333,58.92246348672495,18.035480570924573,Maize,Seedling,0
53.4041619369857,21.571569943100414,41.76586276430358,4.069454849951917,Cotton,Seedling,0
16.982516246038212,27.93846552403192,66.64680426454609,1.3394722405054305,Rice,Flowering,0
17.427632268698936,22.654315080861206,46.84099293095846,17.547009062656773,Wheat,Maturity,0
68.46903644287778,31.35081696523116,42.419554706305604,7.788098779577506,Wheat,Maturity,0
38.41239169173208,33.78929938274531,60.99435770675875,10.835219285351265,Maize,Vegetative,0
23.258933322372513,36.01173398218165,30.33034794962525,19.361316241015178,Cotton,Maturity,0
48.94581190356229,24.0030048848962,30.45984195895352,1.331294558284457,Maize,Flowering,0
65.0495809514097,23.349651645181396,43.14412854611147,12.966360149041911,Cotton,Flowering,0
29.028366787294807,22.091356806688005,32.20328175004927,1.4821084514973415,Cotton,Flowering,0
55.487880928235015,32.72860499087273,36.48154524784148,7.509378569330007,Maize,Vegetative,0
20.54758522459492,34.129514529738024,50.331638960325094,16.076290903868934,Rice,Seedling,0
18.3593118759595,20.63172289651284,78.15514077478878,8.669444655112688,Maize,Maturity,0
49.53805105192962,38.7242449248738,64.32291860215804,19.94364707805901,Maize,Flowering,0
50.141282904656926,21.03942567302945,60.76006355738498,11.181185698932044,Wheat,Flowering,0
56.43294359738343,30.82592670602141,47.6093293924873,6.423243052719069,Wheat,Seedling,0
62.195936691973,34.18121038901833,85.90522316596898,4.402226518095063,Maize,Flowering,0
78.43038516506475,37.41938247492171,53.8209024742315,7.010410685723237,Maize,Maturity,0
48.55952263957769,34.281738642648556,35.22556600774629,7.450665475191016,Wheat,Vegetative,0
35.992170741180985,36.03456166139584,67.02399096706807,1.3742735544792195,Cotton,Flowering,0
66.68710265996575,26.78900385085612,36.83030360859608,7.391483988535463,Maize,Maturity,0
32.60409633203483,36.29650227493025,50.71338856810152,9.284770394784498,Rice,Flowering,0
43.533142345866345,21.6022969276935,60.44471632306853,14.454755044776093,Rice,Seedling,0
20.09966478724729,37.89633312121055,82.45335148111054,13.13458969443216,Rice,Flowering,0
16.64779832200474,30.951847523074726,59.61279482040712,14.175313104583084,Maize,Flowering,0
77.57214695406512,36.345955399249874,72.13552596189986,0.16727363753714197,Cotton,Vegetative,0
69.33870783329337,29.046365690366002,89.56901033994421,4.353347991610721,Cotton,Seedling,0
60.238323396090365,32.8715539039305,37.8893471938789,13.23368576799713,Wheat,Seedling,0
41.58194138692754,30.528053218722263,46.48389153117117,9.679787363594944,Maize,Vegetative,0
